reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.1,0.0019608354
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.15,0.001981902
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.2,0.0020068898
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.25,0.0020224692
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.3,0.0020890383
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.35,0.0023097557
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.4,0.0031010131
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.45,0.0031252669
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.5,0.0034952564
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.55,0.0035544299
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.6,0.0037201124
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.65,0.004027807
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.7,0.0040523927
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.75,0.0079345545
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.8,0.013866565
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.85,0.02663413
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.9,0.03800663
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.95,0.06368726
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.975,0.06726599
2023-04-15,wk inc flu prop ed visits,3,2023-05-06,South Carolina,quantile,0.99,0.07975868
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.01,0.0
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.025,0.0
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.05,0.0
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.1,0.0007432369
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.15,0.0015401456
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.2,0.0022931579
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.25,0.002460341
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.3,0.0024668137
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.35,0.002699251
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.4,0.003150949
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.45,0.003383013
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.5,0.0033985015
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.55,0.0038885174
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.6,0.0039742696
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.65,0.005153221
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.7,0.005775499
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.75,0.0073600966
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.8,0.012162172
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.85,0.02129946
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.9,0.03523872
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.95,0.05802277
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.975,0.06546226
2023-04-15,wk inc flu prop ed visits,4,2023-05-13,South Carolina,quantile,0.99,0.068843275
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.01,0.0
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.025,0.00056419993
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.05,0.0012365321
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.1,0.001547664
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.15,0.0016336172
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.2,0.0019159536
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.25,0.0020815036
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.3,0.0023767587
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.35,0.0026343062
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.4,0.0029301578
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.45,0.0029310565
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.5,0.0035672854
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.55,0.0040627695
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.6,0.004773039
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.65,0.0050707497
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.7,0.006195556
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.75,0.007648406
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.8,0.010290909
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.85,0.024106655
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.9,0.029934222
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.95,0.047044516
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.975,0.06776377
2023-04-22,wk inc flu prop ed visits,1,2023-04-29,South Carolina,quantile,0.99,0.077967286
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.01,0.0
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.025,0.0004625157
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.05,0.00051566993
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.1,0.0010206595
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.15,0.0012204272
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.2,0.0015466271
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.25,0.0015948443
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.3,0.0016111385
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.35,0.0022886826
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.4,0.0026591138
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.45,0.0032253938
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.5,0.00344966
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.55,0.003685741
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.6,0.0039239437
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.65,0.00398756
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.7,0.004214478
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.75,0.0043454845
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.8,0.005468978
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.85,0.0093114795
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.9,0.034864366
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.95,0.047929242
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.975,0.067225955
2023-04-22,wk inc flu prop ed visits,2,2023-05-06,South Carolina,quantile,0.99,0.086273484
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.01,0.0
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.025,0.0
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.05,0.0
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.1,0.0018743449
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.15,0.0018771827
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.2,0.0019057643
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.25,0.0019374536
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.3,0.0019731435
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.35,0.0021199798
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.4,0.002948808
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.45,0.002972781
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.5,0.003313229
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.55,0.003420663
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.6,0.003545548
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.65,0.0038858072
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.7,0.003886996
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.75,0.007719491
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.8,0.013756159
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.85,0.026578685
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.9,0.03792638
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.95,0.06341166
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.975,0.066933446
2023-04-22,wk inc flu prop ed visits,3,2023-05-13,South Carolina,quantile,0.99,0.0792832
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.01,0.0
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.025,0.0
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.05,0.0
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.1,0.0006753396
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.15,0.0014790674
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.2,0.0022318808
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.25,0.0023742055
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.3,0.0024005447
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.35,0.002605394
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.4,0.003068545
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.45,0.0032633827
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.5,0.0033118757
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.55,0.0037397805
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.6,0.0038520442
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.65,0.005011785
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.7,0.0056745308
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.75,0.0072779604
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.8,0.012073256
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.85,0.021152852
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.9,0.035104234
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.95,0.057795085
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.975,0.06511165
2023-04-22,wk inc flu prop ed visits,4,2023-05-20,South Carolina,quantile,0.99,0.068367906
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.01,0.0
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.025,0.0004962992
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.05,0.0011685761
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.1,0.0015135838
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.15,0.0015300126
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.2,0.0017969998
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.25,0.0019619218
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.3,0.002271677
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.35,0.0024891116
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.4,0.0027961698
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.45,0.0028360833
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.5,0.003477139
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.55,0.0039403397
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.6,0.0046638367
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.65,0.004957454
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.7,0.0061034695
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.75,0.0075621535
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.8,0.0101985475
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.85,0.024063766
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.9,0.02979963
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.95,0.046799853
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.975,0.06758264
2023-04-29,wk inc flu prop ed visits,1,2023-05-06,South Carolina,quantile,0.99,0.0777578
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.01,0.0
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.025,0.0004150795
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.05,0.00047857803
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.1,0.0009755339
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.15,0.0011895715
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.2,0.0014228952
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.25,0.0014793103
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.3,0.001525731
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.35,0.002205221
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.4,0.0025540974
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.45,0.0031675256
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.5,0.0033139128
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.55,0.0036135681
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.6,0.003820973
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.65,0.0038861511
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.7,0.0041013598
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.75,0.0041805
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.8,0.005361389
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.85,0.009199364
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.9,0.03477666
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.95,0.047724437
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.975,0.06699193
2023-04-29,wk inc flu prop ed visits,2,2023-05-13,South Carolina,quantile,0.99,0.086030796
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.01,0.0
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.025,0.0
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.05,0.0
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.1,0.0017995096
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.15,0.0018170814
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.2,0.0018571379
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.25,0.0019034476
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.3,0.0019064535
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.35,0.0020401978
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.4,0.0028642076
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.45,0.0029071805
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.5,0.0032136866
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.55,0.0033572556
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.6,0.003436746
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.65,0.0038043926
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.7,0.0038048679
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.75,0.0076174005
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.8,0.013689709
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.85,0.026587175
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.9,0.03789613
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.95,0.06324741
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.975,0.066780955
2023-04-29,wk inc flu prop ed visits,3,2023-05-20,South Carolina,quantile,0.99,0.07902918
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.01,0.0
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.025,0.0
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.05,0.0
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.1,0.0006375531
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.15,0.001446106
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.2,0.002206467
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.25,0.0023249066
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.3,0.0023783108
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.35,0.0025581238
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.4,0.003011481
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.45,0.0032069618
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.5,0.0032693364
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.55,0.0036758073
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.6,0.0037867054
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.65,0.004926219
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.7,0.0056304703
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.75,0.0072496296
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.8,0.012052755
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.85,0.021076372
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.9,0.03504679
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.95,0.057681434
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.975,0.06494415
2023-04-29,wk inc flu prop ed visits,4,2023-05-27,South Carolina,quantile,0.99,0.068104595
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.01,0.0
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.025,0.00046292797
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.05,0.0011317029
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.1,0.0015158637
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.15,0.0015183468
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.2,0.0017423333
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.25,0.0019122177
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.3,0.0022250754
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.35,0.0024175984
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.4,0.0027629724
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.45,0.002825273
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.5,0.0034273881
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.55,0.0038924143
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.6,0.0046458323
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.65,0.0049352674
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.7,0.006103741
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.75,0.007552176
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.8,0.010177229
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.85,0.024072
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.9,0.029775897
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.95,0.046715252
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.975,0.06754768
2023-05-06,wk inc flu prop ed visits,1,2023-05-13,South Carolina,quantile,0.99,0.07770441
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.01,0.0
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.025,0.00040507907
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.05,0.0004701865
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.1,0.000985254
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.15,0.0011764785
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.2,0.0013540167
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.25,0.0014266387
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.3,0.001494232
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.35,0.0021642619
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.4,0.0025110613
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.45,0.0031709974
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.5,0.0032742342
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.55,0.0036292968
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.6,0.0038055927
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.65,0.0038622255
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.7,0.004069436
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.75,0.004114819
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.8,0.005357988
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.85,0.009186704
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.9,0.034758843
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.95,0.04767722
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.975,0.066935375
2023-05-06,wk inc flu prop ed visits,2,2023-05-20,South Carolina,quantile,0.99,0.085947745
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.01,0.0
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.025,0.0
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.05,0.0
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.1,0.001752022
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.15,0.0017904182
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.2,0.0018482084
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.25,0.0018825579
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.3,0.0019104985
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.35,0.0020425697
2023-05-06,wk inc flu prop ed visits,3,2023-05-27,South Carolina,quantile,0.4,0.0028554848
